boilerSize,radiatorType,radiator,toilet,toileType,washbasin,washbasinType,bathhub,bathhubType,showerCabin,showerCabinType,Bidet,BidetType,waterHeater,waterHeaterType,sinkTypeQuality,sinkCategorie,cost,time
small,Samochauf_SAHD,2,3,Basic-Ceramic,0,Wall-Mounted,0,Standard,2,Luxury_Enclosure,0,Bidet-Mixer-Tap,1,Electric-50liters,poor,single,380607,27
small,Samochauf_SAHD,3,1,Wall-Hung,1,Countertop,1,Standard,2,Basic_Enclosure,0,Bidet-Mixer-Tap,0,Electric-50liters,high,single,341205,22
medium,COPA_Aluminium,8,2,One-Piece,3,Pedestal,2,Luxury,0,Basic_Enclosure,1,Bidet-Ceramic,0,Electric-50liters,high,double,406730,35
small,Primavera_H500,3,3,Wall-Hung,3,Countertop,1,Standard,1,Basic_Enclosure,2,Bidet-Ceramic,1,GAS-6liters,high,double,480309,36
small,FONDITAL_ARDENTE_C2,6,2,Basic-Ceramic,2,Countertop,0,Standard,1,Luxury_Enclosure,2,Bidet-Mixer-Tap,1,GAS-6liters,high,single,521039,39
big,Primavera_H500,3,1,Wall-Hung,1,Countertop,1,Luxury,0,Luxury_Enclosure,0,Bidet-Ceramic,1,Electric-50liters,high,single,293614,21
big,Sira_Alice_Royal,0,0,Wall-Hung,0,Wall-Mounted,1,Standard,2,Luxury_Enclosure,1,Bidet-Ceramic,0,Electric-50liters,poor,single,323562,20
small,GLOBAL_ISEO_350,11,0,One-Piece,0,Countertop,0,Standard,0,Luxury_Enclosure,0,Bidet-Ceramic,0,Electric-30liters,poor,double,1169817,33
big,GLOBAL_ISEO_350,14,3,One-Piece,2,Pedestal,0,Standard,1,Basic_Enclosure,2,Bidet-Mixer-Tap,1,GAS-11liters,poor,single,1795081,70
big,COPA_Aluminium,14,1,Wall-Hung,3,Wall-Mounted,0,Standard,2,Luxury_Enclosure,0,Bidet-Ceramic,2,GAS-6liters,high,single,692846,55
small,Primavera_H500,0,2,Wall-Hung,0,Countertop,2,Luxury,2,Luxury_Enclosure,2,Wall-Hung,2,Electric-30liters,high,double,634296,42
small,Primavera_H500,6,1,Basic-Ceramic,0,Pedestal,1,Luxury,0,Basic_Enclosure,1,Bidet-Ceramic,0,GAS-6liters,high,single,304362,24
big,Primavera_H500,7,3,Wall-Hung,3,Pedestal,2,Standard,1,Luxury_Enclosure,1,Bidet-Mixer-Tap,0,GAS-11liters,poor,single,610671,47
small,Primavera_H500,6,3,One-Piece,3,Wall-Mounted,0,Standard,0,Basic_Enclosure,0,Bidet-Ceramic,1,Electric-50liters,high,double,425630,43
big,COPA_Aluminium,8,0,Wall-Hung,1,Wall-Mounted,2,Luxury,2,Luxury_Enclosure,2,Wall-Hung,1,Electric-30liters,high,single,624469,58
small,Samochauf_SAHD,9,2,Wall-Hung,3,Countertop,0,Standard,1,Luxury_Enclosure,2,Bidet-Ceramic,0,Electric-30liters,high,single,506446,41
medium,Samochauf_SAHD,5,0,One-Piece,2,Countertop,1,Standard,2,Luxury_Enclosure,1,Bidet-Mixer-Tap,2,GAS-6liters,high,double,653888,52
medium,Sira_Alice_Royal,7,0,One-Piece,0,Countertop,2,Luxury,0,Luxury_Enclosure,1,Wall-Hung,0,GAS-6liters,high,single,433042,38
big,GLOBAL_ISEO_350,11,3,Basic-Ceramic,0,Pedestal,2,Standard,2,Luxury_Enclosure,1,Bidet-Ceramic,0,Electric-50liters,poor,single,1539330,51
big,GLOBAL_ISEO_350,7,3,Wall-Hung,3,Countertop,1,Luxury,2,Basic_Enclosure,0,Bidet-Ceramic,0,GAS-6liters,poor,single,1165739,58
small,Primavera_H500,4,0,Basic-Ceramic,2,Pedestal,0,Luxury,1,Luxury_Enclosure,1,Wall-Hung,0,Electric-30liters,poor,double,308553,25
medium,Sira_Alice_Royal,8,2,One-Piece,2,Wall-Mounted,0,Standard,0,Luxury_Enclosure,2,Bidet-Ceramic,0,GAS-11liters,poor,single,378528,26
medium,FONDITAL_ARDENTE_C2,16,2,Wall-Hung,0,Wall-Mounted,1,Standard,0,Luxury_Enclosure,2,Bidet-Ceramic,1,GAS-6liters,high,single,678503,63
big,Samochauf_SAHD,16,0,Wall-Hung,2,Wall-Mounted,2,Standard,2,Luxury_Enclosure,2,Bidet-Mixer-Tap,2,GAS-6liters,poor,double,885631,71
small,Primavera_H500,3,1,Basic-Ceramic,3,Pedestal,1,Standard,0,Basic_Enclosure,0,Bidet-Ceramic,1,GAS-11liters,high,single,245107,21
medium,Helyos_Evo,14,1,One-Piece,0,Pedestal,1,Luxury,0,Basic_Enclosure,0,Bidet-Mixer-Tap,0,Electric-30liters,poor,single,507863,36
big,Sira_Alice_Royal,3,1,One-Piece,3,Wall-Mounted,2,Standard,2,Basic_Enclosure,1,Bidet-Ceramic,0,Electric-30liters,high,double,423849,43
big,COPA_Aluminium,1,0,Basic-Ceramic,0,Countertop,0,Standard,1,Basic_Enclosure,2,Bidet-Ceramic,0,Electric-30liters,poor,double,169778,12
big,Samochauf_SAHD,9,1,Wall-Hung,2,Wall-Mounted,0,Standard,2,Luxury_Enclosure,0,Bidet-Ceramic,1,Electric-50liters,high,double,622577,44
medium,FONDITAL_ARDENTE_C2,6,3,Basic-Ceramic,2,Countertop,2,Standard,1,Basic_Enclosure,2,Bidet-Mixer-Tap,1,Electric-30liters,poor,double,531291,52
big,Primavera_H500,1,0,Wall-Hung,3,Pedestal,0,Standard,1,Luxury_Enclosure,2,Bidet-Mixer-Tap,2,GAS-6liters,poor,single,304502,22
medium,GLOBAL_ISEO_350,9,2,Wall-Hung,3,Countertop,0,Standard,2,Basic_Enclosure,2,Wall-Hung,1,Electric-50liters,high,single,1416299,50
small,Primavera_H500,14,3,One-Piece,2,Wall-Mounted,2,Luxury,2,Luxury_Enclosure,1,Wall-Hung,2,Electric-50liters,poor,double,1102237,82
small,COPA_Aluminium,16,3,Basic-Ceramic,2,Countertop,1,Standard,0,Luxury_Enclosure,1,Bidet-Mixer-Tap,2,Electric-30liters,poor,double,619294,51
big,Primavera_H500,2,2,Wall-Hung,2,Wall-Mounted,1,Standard,0,Luxury_Enclosure,2,Bidet-Mixer-Tap,0,Electric-30liters,poor,single,261859,25
small,Sira_Alice_Royal,0,0,One-Piece,3,Countertop,0,Luxury,0,Luxury_Enclosure,0,Bidet-Mixer-Tap,2,GAS-11liters,poor,single,199147,16
small,Helyos_Evo,5,2,Wall-Hung,0,Pedestal,0,Luxury,2,Luxury_Enclosure,1,Wall-Hung,1,GAS-6liters,high,double,525509,45
medium,Primavera_H500,10,2,Basic-Ceramic,0,Wall-Mounted,1,Luxury,2,Basic_Enclosure,1,Wall-Hung,0,GAS-6liters,high,double,647758,55
medium,Primavera_H500,16,0,Wall-Hung,1,Pedestal,1,Standard,1,Basic_Enclosure,1,Wall-Hung,1,GAS-11liters,high,double,749491,67
small,Samochauf_SAHD,15,0,Basic-Ceramic,2,Countertop,1,Luxury,1,Luxury_Enclosure,1,Wall-Hung,0,GAS-11liters,high,single,693773,67
small,Helyos_Evo,7,0,One-Piece,1,Pedestal,1,Standard,2,Luxury_Enclosure,1,Bidet-Mixer-Tap,2,GAS-6liters,high,double,597427,46
big,COPA_Aluminium,10,2,Wall-Hung,1,Wall-Mounted,0,Luxury,0,Basic_Enclosure,1,Bidet-Ceramic,2,GAS-11liters,high,double,451704,51
small,Samochauf_SAHD,10,0,Basic-Ceramic,1,Pedestal,2,Standard,2,Luxury_Enclosure,1,Bidet-Ceramic,1,GAS-11liters,high,single,687266,47
medium,COPA_Aluminium,11,3,Basic-Ceramic,3,Wall-Mounted,2,Standard,1,Basic_Enclosure,0,Bidet-Ceramic,1,GAS-11liters,poor,double,554115,61
medium,Helyos_Evo,5,0,One-Piece,3,Wall-Mounted,2,Standard,0,Basic_Enclosure,2,Bidet-Ceramic,0,Electric-50liters,high,single,301354,30
small,GLOBAL_ISEO_350,6,2,One-Piece,3,Pedestal,2,Standard,1,Luxury_Enclosure,1,Wall-Hung,2,Electric-30liters,high,single,1027310,46
medium,GLOBAL_ISEO_350,7,0,One-Piece,2,Pedestal,2,Luxury,2,Luxury_Enclosure,0,Bidet-Mixer-Tap,1,Electric-50liters,poor,single,1245630,44
big,GLOBAL_ISEO_350,14,0,Basic-Ceramic,1,Pedestal,1,Luxury,0,Basic_Enclosure,0,Bidet-Ceramic,1,GAS-11liters,high,double,1699765,58
big,COPA_Aluminium,16,1,Wall-Hung,2,Countertop,2,Standard,1,Basic_Enclosure,1,Bidet-Mixer-Tap,1,GAS-11liters,high,single,731034,74
big,GLOBAL_ISEO_350,6,1,Wall-Hung,1,Pedestal,2,Standard,1,Luxury_Enclosure,0,Bidet-Ceramic,2,Electric-30liters,poor,double,974518,35
small,FONDITAL_ARDENTE_C2,2,0,Wall-Hung,1,Countertop,1,Standard,0,Basic_Enclosure,0,Bidet-Ceramic,1,GAS-11liters,poor,single,209766,17
big,Helyos_Evo,3,0,Basic-Ceramic,3,Pedestal,0,Luxury,1,Basic_Enclosure,2,Wall-Hung,0,Electric-50liters,high,single,232715,19
small,GLOBAL_ISEO_350,14,1,Wall-Hung,3,Pedestal,2,Standard,1,Basic_Enclosure,2,Bidet-Ceramic,2,GAS-11liters,high,double,1854707,75
big,FONDITAL_ARDENTE_C2,3,2,Basic-Ceramic,0,Wall-Mounted,1,Standard,0,Luxury_Enclosure,2,Bidet-Mixer-Tap,0,GAS-11liters,poor,single,237370,18
medium,Sira_Alice_Royal,14,0,Basic-Ceramic,0,Countertop,1,Luxury,0,Basic_Enclosure,0,Wall-Hung,1,GAS-11liters,high,double,649459,44
big,GLOBAL_ISEO_350,12,3,Wall-Hung,2,Wall-Mounted,0,Standard,2,Luxury_Enclosure,0,Bidet-Mixer-Tap,2,GAS-6liters,poor,single,1774777,57
medium,GLOBAL_ISEO_350,0,1,Wall-Hung,2,Countertop,0,Standard,1,Luxury_Enclosure,2,Wall-Hung,1,GAS-6liters,high,double,345365,24
small,Sira_Alice_Royal,15,0,Wall-Hung,0,Countertop,1,Standard,1,Basic_Enclosure,0,Bidet-Mixer-Tap,2,GAS-6liters,high,single,632836,59
medium,Samochauf_SAHD,12,1,Basic-Ceramic,3,Countertop,0,Standard,1,Luxury_Enclosure,0,Bidet-Mixer-Tap,2,Electric-30liters,poor,single,577961,44
small,Primavera_H500,10,3,One-Piece,1,Pedestal,1,Luxury,2,Luxury_Enclosure,0,Bidet-Ceramic,0,Electric-30liters,high,single,779487,56
medium,FONDITAL_ARDENTE_C2,6,1,One-Piece,0,Countertop,0,Luxury,0,Luxury_Enclosure,2,Wall-Hung,0,GAS-6liters,poor,single,263846,29
big,GLOBAL_ISEO_350,4,2,One-Piece,1,Pedestal,0,Luxury,1,Basic_Enclosure,2,Bidet-Mixer-Tap,2,GAS-6liters,poor,double,690019,27
big,Primavera_H500,6,0,Basic-Ceramic,2,Pedestal,0,Luxury,2,Basic_Enclosure,0,Bidet-Ceramic,0,GAS-6liters,high,double,426350,32
big,Sira_Alice_Royal,14,2,Basic-Ceramic,3,Countertop,2,Standard,0,Basic_Enclosure,2,Bidet-Ceramic,1,Electric-50liters,poor,double,769851,54
medium,Sira_Alice_Royal,9,0,Wall-Hung,2,Pedestal,0,Luxury,1,Luxury_Enclosure,1,Bidet-Ceramic,0,Electric-30liters,poor,single,441458,38
big,GLOBAL_ISEO_350,8,0,Wall-Hung,2,Wall-Mounted,1,Luxury,0,Luxury_Enclosure,1,Wall-Hung,1,Electric-50liters,poor,double,1048409,39
big,Samochauf_SAHD,15,2,One-Piece,2,Pedestal,1,Standard,2,Luxury_Enclosure,1,Bidet-Ceramic,2,GAS-11liters,poor,double,857406,65
small,Sira_Alice_Royal,2,2,Basic-Ceramic,2,Pedestal,1,Standard,2,Basic_Enclosure,1,Bidet-Ceramic,0,Electric-30liters,poor,double,302262,22
medium,FONDITAL_ARDENTE_C2,11,2,One-Piece,0,Countertop,2,Luxury,2,Luxury_Enclosure,1,Bidet-Ceramic,0,Electric-50liters,high,double,853318,73
small,Sira_Alice_Royal,12,3,One-Piece,3,Wall-Mounted,0,Luxury,2,Luxury_Enclosure,0,Bidet-Mixer-Tap,1,Electric-50liters,poor,double,788657,66
big,Sira_Alice_Royal,7,3,Basic-Ceramic,1,Wall-Mounted,2,Luxury,1,Basic_Enclosure,0,Bidet-Mixer-Tap,2,Electric-30liters,high,single,609841,43
small,Primavera_H500,4,0,One-Piece,0,Countertop,2,Luxury,1,Basic_Enclosure,2,Bidet-Ceramic,0,GAS-11liters,high,double,437615,28
medium,COPA_Aluminium,2,2,Wall-Hung,2,Pedestal,0,Standard,1,Basic_Enclosure,1,Bidet-Ceramic,0,Electric-30liters,poor,single,247027,23
medium,FONDITAL_ARDENTE_C2,13,1,Wall-Hung,0,Wall-Mounted,1,Luxury,2,Basic_Enclosure,1,Wall-Hung,1,Electric-50liters,high,double,744725,50
big,Helyos_Evo,3,3,Wall-Hung,3,Pedestal,1,Standard,0,Luxury_Enclosure,0,Wall-Hung,0,GAS-11liters,high,double,299911,30
big,GLOBAL_ISEO_350,12,1,One-Piece,3,Countertop,2,Luxury,1,Basic_Enclosure,1,Bidet-Ceramic,2,GAS-6liters,poor,single,1732830,54
big,Helyos_Evo,14,3,Wall-Hung,1,Countertop,2,Standard,1,Luxury_Enclosure,2,Wall-Hung,1,GAS-6liters,poor,single,814636,59
big,Samochauf_SAHD,14,0,Wall-Hung,1,Wall-Mounted,0,Standard,1,Luxury_Enclosure,0,Wall-Hung,1,GAS-6liters,poor,double,516376,54
medium,GLOBAL_ISEO_350,4,3,Basic-Ceramic,3,Wall-Mounted,0,Standard,1,Basic_Enclosure,0,Bidet-Ceramic,0,Electric-50liters,poor,single,595789,24
medium,GLOBAL_ISEO_350,4,3,Wall-Hung,0,Countertop,0,Standard,0,Luxury_Enclosure,2,Bidet-Ceramic,1,GAS-11liters,poor,double,676938,31
medium,GLOBAL_ISEO_350,4,1,One-Piece,1,Wall-Mounted,0,Standard,1,Luxury_Enclosure,2,Bidet-Mixer-Tap,1,GAS-6liters,poor,single,692323,31
medium,GLOBAL_ISEO_350,2,1,Wall-Hung,0,Pedestal,0,Luxury,0,Basic_Enclosure,2,Bidet-Ceramic,2,GAS-6liters,high,single,355303,15
medium,GLOBAL_ISEO_350,9,1,Basic-Ceramic,2,Countertop,2,Standard,2,Luxury_Enclosure,2,Wall-Hung,0,Electric-50liters,poor,single,1483372,50
big,COPA_Aluminium,0,3,Wall-Hung,0,Pedestal,0,Standard,2,Basic_Enclosure,0,Bidet-Mixer-Tap,2,GAS-11liters,poor,single,429388,38
big,GLOBAL_ISEO_350,1,0,Basic-Ceramic,2,Wall-Mounted,1,Luxury,1,Basic_Enclosure,1,Bidet-Ceramic,2,Electric-50liters,high,single,435935,27
small,Sira_Alice_Royal,14,2,Basic-Ceramic,3,Wall-Mounted,1,Luxury,1,Basic_Enclosure,1,Wall-Hung,0,GAS-11liters,high,single,689603,68
big,Sira_Alice_Royal,14,3,One-Piece,2,Wall-Mounted,1,Standard,2,Luxury_Enclosure,1,Bidet-Ceramic,0,GAS-6liters,poor,double,801228,59
big,FONDITAL_ARDENTE_C2,10,3,Basic-Ceramic,1,Countertop,2,Standard,2,Basic_Enclosure,1,Wall-Hung,1,Electric-50liters,poor,single,726901,49
small,Sira_Alice_Royal,14,1,One-Piece,1,Countertop,2,Luxury,1,Luxury_Enclosure,0,Wall-Hung,0,GAS-6liters,high,single,813821,51
medium,COPA_Aluminium,6,3,Wall-Hung,3,Wall-Mounted,2,Standard,0,Luxury_Enclosure,0,Bidet-Mixer-Tap,2,Electric-30liters,poor,single,458389,40
small,FONDITAL_ARDENTE_C2,12,3,Basic-Ceramic,1,Countertop,0,Standard,1,Basic_Enclosure,1,Bidet-Ceramic,0,Electric-50liters,high,single,523087,46
big,Sira_Alice_Royal,6,2,One-Piece,0,Wall-Mounted,1,Standard,2,Basic_Enclosure,0,Bidet-Ceramic,1,GAS-11liters,poor,double,549573,47
medium,Helyos_Evo,7,2,Wall-Hung,0,Countertop,0,Standard,2,Basic_Enclosure,1,Bidet-Mixer-Tap,0,GAS-6liters,poor,single,485765,29
small,Helyos_Evo,10,0,One-Piece,1,Countertop,2,Standard,1,Luxury_Enclosure,2,Bidet-Mixer-Tap,0,Electric-50liters,poor,single,576852,40
medium,Primavera_H500,7,3,One-Piece,1,Countertop,0,Luxury,2,Basic_Enclosure,2,Bidet-Ceramic,2,GAS-6liters,high,double,612156,44
medium,Sira_Alice_Royal,5,2,Basic-Ceramic,1,Wall-Mounted,2,Standard,1,Luxury_Enclosure,1,Bidet-Mixer-Tap,2,GAS-6liters,poor,single,513104,33
medium,COPA_Aluminium,15,1,One-Piece,1,Pedestal,1,Standard,1,Basic_Enclosure,1,Wall-Hung,1,Electric-30liters,poor,double,518156,50
big,Helyos_Evo,10,1,Basic-Ceramic,0,Pedestal,2,Luxury,1,Basic_Enclosure,1,Bidet-Ceramic,1,GAS-6liters,poor,single,608635,51
small,Sira_Alice_Royal,4,3,Basic-Ceramic,0,Pedestal,2,Standard,1,Luxury_Enclosure,0,Bidet-Ceramic,2,GAS-11liters,high,single,512515,40
big,FONDITAL_ARDENTE_C2,16,3,One-Piece,3,Pedestal,0,Luxury,1,Basic_Enclosure,1,Bidet-Ceramic,2,GAS-11liters,high,double,733335,74
small,COPA_Aluminium,6,1,Basic-Ceramic,0,Countertop,1,Standard,0,Luxury_Enclosure,1,Bidet-Ceramic,1,GAS-11liters,poor,double,255178,25
medium,Sira_Alice_Royal,1,2,Basic-Ceramic,2,Pedestal,0,Luxury,0,Luxury_Enclosure,0,Wall-Hung,0,Electric-30liters,poor,single,93331,11
big,FONDITAL_ARDENTE_C2,13,1,Wall-Hung,1,Wall-Mounted,0,Luxury,1,Basic_Enclosure,2,Bidet-Mixer-Tap,2,Electric-50liters,poor,double,696201,62
big,Helyos_Evo,8,1,Basic-Ceramic,0,Countertop,2,Standard,1,Basic_Enclosure,0,Bidet-Ceramic,2,Electric-50liters,high,single,513454,44
medium,GLOBAL_ISEO_350,5,0,Basic-Ceramic,0,Wall-Mounted,0,Standard,2,Basic_Enclosure,0,Bidet-Mixer-Tap,1,GAS-6liters,poor,double,774611,27
big,Sira_Alice_Royal,1,0,One-Piece,1,Pedestal,2,Luxury,2,Luxury_Enclosure,1,Wall-Hung,1,Electric-50liters,high,single,522948,36
small,COPA_Aluminium,15,3,Wall-Hung,2,Pedestal,0,Standard,1,Basic_Enclosure,1,Bidet-Mixer-Tap,0,GAS-11liters,high,single,609954,46
small,FONDITAL_ARDENTE_C2,12,2,Wall-Hung,0,Countertop,2,Luxury,0,Basic_Enclosure,0,Bidet-Mixer-Tap,0,Electric-50liters,high,single,658444,51
small,Samochauf_SAHD,14,2,One-Piece,2,Pedestal,2,Luxury,2,Luxury_Enclosure,2,Wall-Hung,2,GAS-11liters,poor,single,951446,68
small,GLOBAL_ISEO_350,3,1,Basic-Ceramic,0,Pedestal,1,Standard,2,Basic_Enclosure,0,Wall-Hung,1,Electric-50liters,high,double,564516,27
medium,Helyos_Evo,2,0,One-Piece,0,Pedestal,2,Luxury,1,Luxury_Enclosure,2,Wall-Hung,0,Electric-30liters,high,single,417249,30
medium,Samochauf_SAHD,13,3,Basic-Ceramic,2,Countertop,2,Luxury,1,Basic_Enclosure,0,Bidet-Mixer-Tap,2,GAS-11liters,poor,double,811801,76
small,FONDITAL_ARDENTE_C2,9,1,Wall-Hung,1,Wall-Mounted,2,Luxury,2,Luxury_Enclosure,0,Wall-Hung,1,GAS-6liters,poor,double,812522,47
big,Primavera_H500,3,2,Basic-Ceramic,3,Countertop,0,Standard,1,Luxury_Enclosure,1,Bidet-Mixer-Tap,2,Electric-30liters,poor,single,450196,30
big,Sira_Alice_Royal,10,0,Basic-Ceramic,3,Countertop,2,Luxury,2,Basic_Enclosure,0,Bidet-Mixer-Tap,0,GAS-6liters,poor,double,748162,56
small,FONDITAL_ARDENTE_C2,9,2,Basic-Ceramic,2,Countertop,0,Standard,1,Basic_Enclosure,0,Wall-Hung,0,Electric-30liters,high,double,509373,45
medium,GLOBAL_ISEO_350,4,0,Basic-Ceramic,1,Pedestal,2,Standard,0,Basic_Enclosure,1,Wall-Hung,0,Electric-30liters,high,double,547143,23
small,Primavera_H500,15,2,One-Piece,2,Pedestal,2,Luxury,2,Basic_Enclosure,0,Bidet-Mixer-Tap,0,GAS-6liters,poor,double,881091,67
big,Helyos_Evo,4,1,One-Piece,3,Wall-Mounted,2,Standard,2,Basic_Enclosure,1,Bidet-Ceramic,2,GAS-6liters,poor,double,498427,50
big,Sira_Alice_Royal,0,2,Basic-Ceramic,3,Wall-Mounted,2,Luxury,1,Basic_Enclosure,1,Bidet-Mixer-Tap,2,GAS-6liters,poor,single,400895,28
big,COPA_Aluminium,14,2,Wall-Hung,0,Wall-Mounted,2,Standard,1,Luxury_Enclosure,2,Bidet-Mixer-Tap,1,Electric-30liters,high,double,721948,73
big,Samochauf_SAHD,16,3,Wall-Hung,0,Wall-Mounted,1,Standard,0,Luxury_Enclosure,2,Bidet-Ceramic,2,GAS-11liters,high,single,697011,67
small,FONDITAL_ARDENTE_C2,9,2,Wall-Hung,2,Pedestal,2,Standard,1,Luxury_Enclosure,0,Bidet-Mixer-Tap,1,Electric-50liters,poor,double,673411,56
big,Helyos_Evo,2,3,Basic-Ceramic,3,Pedestal,2,Standard,0,Luxury_Enclosure,2,Wall-Hung,2,GAS-6liters,high,double,382922,40
medium,COPA_Aluminium,5,3,Wall-Hung,3,Countertop,1,Standard,2,Basic_Enclosure,2,Bidet-Ceramic,2,Electric-50liters,poor,double,660297,52
medium,GLOBAL_ISEO_350,7,1,Wall-Hung,0,Pedestal,1,Luxury,2,Luxury_Enclosure,2,Bidet-Mixer-Tap,0,GAS-6liters,poor,single,1163997,45
big,Sira_Alice_Royal,13,2,One-Piece,0,Pedestal,2,Luxury,0,Basic_Enclosure,2,Wall-Hung,1,Electric-30liters,poor,single,683495,49
medium,GLOBAL_ISEO_350,3,0,Wall-Hung,0,Wall-Mounted,0,Standard,0,Basic_Enclosure,2,Bidet-Mixer-Tap,2,GAS-6liters,poor,double,495480,21
medium,Helyos_Evo,10,2,Basic-Ceramic,2,Wall-Mounted,0,Standard,2,Luxury_Enclosure,1,Bidet-Mixer-Tap,0,Electric-50liters,poor,double,616498,60
medium,Helyos_Evo,14,2,Basic-Ceramic,3,Countertop,1,Standard,0,Basic_Enclosure,1,Bidet-Ceramic,0,Electric-50liters,high,single,601981,58
small,COPA_Aluminium,4,2,Wall-Hung,1,Countertop,1,Standard,2,Luxury_Enclosure,1,Bidet-Ceramic,1,GAS-6liters,poor,single,554865,45
small,FONDITAL_ARDENTE_C2,7,1,Basic-Ceramic,3,Countertop,0,Standard,2,Basic_Enclosure,0,Wall-Hung,1,Electric-50liters,poor,single,531593,39
small,FONDITAL_ARDENTE_C2,3,0,Wall-Hung,0,Pedestal,2,Luxury,2,Luxury_Enclosure,0,Bidet-Mixer-Tap,1,GAS-11liters,high,single,522874,38
medium,Helyos_Evo,10,2,Basic-Ceramic,2,Pedestal,1,Luxury,2,Basic_Enclosure,2,Bidet-Mixer-Tap,1,Electric-30liters,high,double,604574,46
small,Helyos_Evo,13,3,Basic-Ceramic,3,Countertop,2,Standard,2,Basic_Enclosure,0,Bidet-Ceramic,1,Electric-50liters,poor,double,768247,61
medium,FONDITAL_ARDENTE_C2,14,3,Wall-Hung,1,Pedestal,0,Standard,0,Luxury_Enclosure,0,Bidet-Mixer-Tap,2,GAS-11liters,poor,double,634086,50
medium,Sira_Alice_Royal,10,0,Wall-Hung,0,Pedestal,1,Standard,0,Basic_Enclosure,2,Bidet-Mixer-Tap,1,GAS-11liters,high,double,499376,33
small,GLOBAL_ISEO_350,13,2,One-Piece,1,Wall-Mounted,0,Standard,1,Basic_Enclosure,2,Bidet-Ceramic,0,GAS-6liters,poor,double,1616968,39
big,Helyos_Evo,12,0,Wall-Hung,2,Countertop,2,Luxury,1,Luxury_Enclosure,0,Bidet-Mixer-Tap,0,GAS-11liters,poor,double,709066,50
medium,COPA_Aluminium,11,3,Basic-Ceramic,2,Wall-Mounted,1,Luxury,0,Basic_Enclosure,2,Bidet-Ceramic,0,Electric-30liters,poor,single,450048,37
medium,FONDITAL_ARDENTE_C2,11,1,Basic-Ceramic,1,Wall-Mounted,1,Luxury,2,Luxury_Enclosure,0,Wall-Hung,1,Electric-50liters,poor,single,706298,49
medium,FONDITAL_ARDENTE_C2,3,2,Basic-Ceramic,1,Pedestal,1,Standard,0,Basic_Enclosure,1,Bidet-Ceramic,1,GAS-11liters,poor,single,257593,26
medium,Sira_Alice_Royal,6,0,Basic-Ceramic,2,Countertop,2,Standard,0,Basic_Enclosure,1,Bidet-Mixer-Tap,2,Electric-30liters,high,single,429595,36
medium,COPA_Aluminium,6,0,Wall-Hung,2,Pedestal,2,Luxury,2,Luxury_Enclosure,2,Bidet-Mixer-Tap,2,Electric-30liters,poor,single,656700,43
small,Samochauf_SAHD,5,2,One-Piece,3,Wall-Mounted,0,Standard,2,Basic_Enclosure,0,Wall-Hung,0,Electric-50liters,high,single,407724,34
big,Primavera_H500,10,3,Basic-Ceramic,3,Wall-Mounted,1,Luxury,1,Basic_Enclosure,2,Wall-Hung,0,GAS-11liters,poor,single,597974,48
medium,Primavera_H500,7,1,One-Piece,3,Countertop,2,Luxury,1,Basic_Enclosure,2,Bidet-Mixer-Tap,0,GAS-6liters,poor,double,646749,50
small,COPA_Aluminium,9,1,One-Piece,0,Countertop,0,Standard,2,Basic_Enclosure,1,Bidet-Ceramic,1,Electric-50liters,poor,double,493453,51
medium,Samochauf_SAHD,5,3,One-Piece,1,Countertop,0,Luxury,2,Basic_Enclosure,2,Bidet-Ceramic,0,GAS-11liters,poor,double,467528,44
medium,Sira_Alice_Royal,14,1,Basic-Ceramic,3,Wall-Mounted,2,Standard,2,Luxury_Enclosure,2,Wall-Hung,0,GAS-11liters,high,single,853949,76
medium,Primavera_H500,15,2,One-Piece,3,Countertop,0,Standard,2,Basic_Enclosure,0,Bidet-Mixer-Tap,2,Electric-50liters,poor,single,944919,82
small,FONDITAL_ARDENTE_C2,15,3,Basic-Ceramic,3,Pedestal,1,Standard,2,Basic_Enclosure,1,Bidet-Mixer-Tap,0,GAS-11liters,poor,single,771686,59
small,FONDITAL_ARDENTE_C2,15,2,Wall-Hung,3,Pedestal,0,Standard,0,Basic_Enclosure,0,Bidet-Mixer-Tap,2,Electric-50liters,poor,single,653921,46
medium,Sira_Alice_Royal,12,1,One-Piece,2,Countertop,1,Luxury,1,Basic_Enclosure,2,Bidet-Mixer-Tap,1,GAS-6liters,high,single,681603,60
small,COPA_Aluminium,10,1,Wall-Hung,1,Pedestal,0,Standard,1,Basic_Enclosure,1,Wall-Hung,1,GAS-6liters,high,double,416235,47
big,GLOBAL_ISEO_350,1,1,One-Piece,2,Pedestal,2,Luxury,0,Basic_Enclosure,0,Wall-Hung,2,Electric-50liters,high,single,431391,26
small,Primavera_H500,1,1,One-Piece,2,Wall-Mounted,2,Standard,2,Basic_Enclosure,1,Wall-Hung,0,GAS-11liters,high,single,302914,35
big,COPA_Aluminium,15,1,Basic-Ceramic,1,Wall-Mounted,0,Luxury,2,Basic_Enclosure,0,Bidet-Mixer-Tap,0,Electric-50liters,poor,single,505605,64
medium,Samochauf_SAHD,15,3,Basic-Ceramic,1,Countertop,2,Standard,0,Basic_Enclosure,1,Wall-Hung,0,GAS-6liters,high,single,583656,70
medium,GLOBAL_ISEO_350,15,0,One-Piece,0,Wall-Mounted,0,Luxury,1,Basic_Enclosure,1,Bidet-Mixer-Tap,0,Electric-50liters,poor,single,1728176,38
